Educational Use Only

Time (ModJDate)        x (m)           y (m)           z (m)        vx (m/sec)      vy (m/sec)      vz (m/sec)     ax (m/sec^2)    ay (m/sec^2)    az (m/sec^2)
 53736.78831019     6391070.922     1290226.492      846483.215    -1758.563410     6912.878726     3961.303190       -8.976211       -1.812117       -1.192536
 53736.78842593     6373037.005     1359263.079      886035.705    -1848.166634     6894.279491     3949.103657       -8.944171       -1.907649       -1.247320
 53736.78854167     6354108.684     1428108.905      925463.467    -1937.441580     6874.727383     3936.357835       -8.910557       -2.002688       -1.301792
 53736.78865741     6334289.320     1496754.467      964761.052    -2026.372576     6854.227455     3923.068907       -8.875383       -2.097210       -1.355939
 53736.78877315     6313582.430     1565190.312     1003923.046    -2114.944088     6832.784994     3909.240190       -8.838663       -2.191191       -1.409747
 53736.78888889     6291991.687     1633407.043     1042944.068    -2203.140723     6810.405518     3894.875133       -8.800410       -2.284609       -1.463204
 53736.78900463     6269520.916     1701395.318     1081818.772    -2290.947236     6787.094776     3879.977319       -8.760641       -2.377440       -1.516297
 53736.78912037     6246174.093     1769145.855     1120541.850    -2378.348534     6762.858743     3864.550455       -8.719370       -2.469663       -1.569012
 53736.78923611     6221955.346     1836649.430     1159108.031    -2465.329686     6737.703613     3848.598375       -8.676614       -2.561256       -1.621338
 53736.78935185     6196868.949     1903896.885     1197512.080    -2551.875923     6711.635802     3832.125040       -8.632390       -2.652196       -1.673261
 53736.78946759     6170919.326     1970879.125     1235748.808    -2637.972644     6684.661936     3815.134530       -8.586714       -2.742463       -1.724771
 53736.78958333     6144111.043     2037587.126     1273813.061    -2723.605425     6656.788855     3797.631043       -8.539605       -2.832036       -1.775855
 53736.78969907     6116448.811     2104011.929     1311699.733    -2808.760019     6628.023603     3779.618897       -8.491080       -2.920894       -1.826501
 53736.78981481     6087937.484     2170144.648     1349403.758    -2893.422363     6598.373427     3761.102523       -8.441158       -3.009017       -1.876698
 53736.78993056     6058582.051     2235976.472     1386920.118    -2977.578584     6567.845772     3742.086462       -8.389858       -3.096386       -1.926436
 53736.79004630     6028387.645     2301498.664     1424243.837    -3061.214999     6536.448277     3722.575366       -8.337200       -3.182982       -1.975704
 53736.79016204     5997359.529     2366702.564     1461369.991    -3144.318124     6504.188768     3702.573994       -8.283203       -3.268786       -2.024490
 53736.79027778     5965503.104     2431579.593     1498293.699    -3226.874675     6471.075258     3682.087208       -8.227889       -3.353780       -2.072785
 53736.79039352     5932823.901     2496121.250     1535010.133    -3308.871572     6437.115938     3661.119970       -8.171276       -3.437945       -2.120578
 53736.79050926     5899327.581     2560319.120     1571514.514    -3390.295946     6402.319177     3639.677342       -8.113387       -3.521265       -2.167861
 53736.79062500     5865019.933     2624164.871     1607802.113    -3471.135137     6366.693511     3617.764481       -8.054243       -3.603723       -2.214624
 53736.79074074     5829906.870     2687650.256     1643868.254    -3551.376703     6330.247645     3595.386637       -7.993866       -3.685302       -2.260856
 53736.79085648     5793994.432     2750767.119     1679708.313    -3631.008420     6292.990445     3572.549149       -7.932277       -3.765987       -2.306551
 53736.79097222     5757288.775     2813507.391     1715317.723    -3710.018284     6254.930930     3549.257444       -7.869499       -3.845763       -2.351698
 53736.79108796     5719796.178     2875863.094     1750691.967    -3788.394520     6216.078275     3525.517032       -7.805555       -3.924613       -2.396291
 53736.79120370     5681523.035     2937826.344     1785826.586    -3866.125575     6176.441797     3501.333506       -7.740467       -4.002525       -2.440320
 53736.79131944     5642475.855     2999389.349     1820717.179    -3943.200129     6136.030957     3476.712535       -7.674259       -4.079483       -2.483778
 53736.79143519     5602661.258     3060544.413     1855359.398    -4019.607096     6094.855351     3451.659864       -7.606953       -4.155476       -2.526659
 53736.79155093     5562085.974     3121283.939     1889748.956    -4095.335620     6052.924707     3426.181312       -7.538574       -4.230489       -2.568954
 53736.79166667     5520756.842     3181600.424     1923881.624    -4170.375084     6010.248880     3400.282766       -7.469146       -4.304510       -2.610656
 53736.79178241     5478680.804     3241486.466     1957753.231    -4244.715110     5966.837844     3373.970178       -7.398691       -4.377529       -2.651761
 53736.79189815     5435864.905     3300934.763     1991359.668    -4318.345560     5922.701691     3347.249566       -7.327234       -4.449532       -2.692260
 53736.79201389     5392316.291     3359938.116     2024696.883    -4391.256536     5877.850623     3320.127007       -7.254800       -4.520510       -2.732149
 53736.79212963     5348042.205     3418489.427     2057760.888    -4463.438384     5832.294949     3292.608635       -7.181413       -4.590452       -2.771422
 53736.79224537     5303049.985     3476581.701     2090547.757    -4534.881694     5786.045077     3264.700639       -7.107097       -4.659348       -2.810073
 53736.79236111     5257347.064     3534208.050     2123053.623    -4605.577302     5739.111513     3236.409261       -7.031876       -4.727189       -2.848098
 53736.79247685     5210940.962     3591361.688     2155274.685    -4675.516288     5691.504851     3207.740789       -6.955776       -4.793966       -2.885491
 53736.79259259     5163839.289     3648035.939     2187207.203    -4744.689982     5643.235774     3178.701557       -6.878822       -4.859671       -2.922249
 53736.79270833     5116049.741     3704224.231     2218847.502    -4813.089957     5594.315041     3149.297944       -6.801037       -4.924295       -2.958367
 53736.79282407     5067580.096     3759920.103     2250191.969    -4880.708038     5544.753492     3119.536366       -6.722447       -4.987833       -2.993841
 53736.79293981     5018438.213     3815117.201     2281237.057    -4947.536296     5494.562034     3089.423277       -6.643077       -5.050276       -3.028668
 53736.79305556     4968632.029     3869809.281     2311979.284    -5013.567050     5443.751640     3058.965165       -6.562950       -5.111619       -3.062845
 53736.79317130     4918169.555     3923990.208     2342415.232    -5078.792866     5392.333345     3028.168549       -6.482093       -5.171855       -3.096369
 53736.79328704     4867058.878     3977653.959     2372541.549    -5143.206560     5340.318239     2997.039977       -6.400530       -5.230980       -3.129236
 53736.79340278     4815308.154     4030794.620     2402354.947    -5206.801194     5287.717464     2965.586022       -6.318285       -5.288988       -3.161445
 53736.79351852     4762925.607     4083406.393     2431852.206    -5269.570078     5234.542208     2933.813278       -6.235384       -5.345876       -3.192993
 53736.79363426     4709919.527     4135483.587     2461030.172    -5331.506766     5180.803699     2901.728363       -6.151850       -5.401638       -3.223879
 53736.79375000     4656298.266     4187020.627     2489885.755    -5392.605061     5126.513204     2869.337909       -6.067709       -5.456272       -3.254101
 53736.79386574     4602070.240     4238012.049     2518415.934    -5452.859009     5071.682023     2836.648563       -5.982985       -5.509775       -3.283657
 53736.79398148     4547243.920     4288452.503     2546617.752    -5512.262898     5016.321481     2803.666986       -5.897702       -5.562144       -3.312547
 53736.79409722     4491827.834     4338336.752     2574488.322    -5570.811261     4960.442928     2770.399847       -5.811884       -5.613377       -3.340770
 53736.79421296     4435830.564     4387659.673     2602024.820    -5628.498872     4904.057732     2736.853822       -5.725555       -5.663472       -3.368324
 53736.79432870     4379260.742     4436416.256     2629224.491    -5685.320744     4847.177277     2703.035590       -5.638740       -5.712429       -3.395211
 53736.79444444     4322127.050     4484601.605     2656084.647    -5741.272129     4789.812955     2668.951836       -5.551462       -5.760246       -3.421429
 53736.79456019     4264438.216     4532210.940     2682602.665    -5796.348515     4731.976167     2634.609239       -5.463744       -5.806922       -3.446979
 53736.79467593     4206203.011     4579239.592     2708775.991    -5850.545627     4673.678312     2600.014481       -5.375611       -5.852459       -3.471861
 53736.79479167     4147430.248     4625683.007     2734602.136    -5903.859421     4614.930790     2565.174233       -5.287085       -5.896856       -3.496077
